sample_id,image_id,annotation_id,category_id,category_name,file_name,image_path,width,height,bbox_x,bbox_y,bbox_w,bbox_h,area,coco_url
skateboard_25096_1474353,25096,1474353,41,skateboard,000000025096.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000025096.jpg,375,500,101.22,277.25,225.02,132.45,16206.217249999998,http://images.cocodataset.org/val2017/000000025096.jpg
skateboard_72281_643979,72281,643979,41,skateboard,000000072281.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000072281.jpg,427,640,95.18,436.09,268.11,105.22,7841.417400000002,http://images.cocodataset.org/val2017/000000072281.jpg
skateboard_161978_1478022,161978,1478022,41,skateboard,000000161978.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000161978.jpg,640,433,15.51,47.94,522.08,315.43,2508.434849999998,http://images.cocodataset.org/val2017/000000161978.jpg
skateboard_35197_645628,35197,645628,41,skateboard,000000035197.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000035197.jpg,429,640,1.44,347.61,194.16,104.98,3502.3668999999995,http://images.cocodataset.org/val2017/000000035197.jpg
surfboard_127517_1481509,127517,1481509,42,surfboard,000000127517.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000127517.jpg,640,480,612.02,84.32,27.53,231.92,4028.07395,http://images.cocodataset.org/val2017/000000127517.jpg
surfboard_381360_647841,381360,647841,42,surfboard,000000381360.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000381360.jpg,640,425,80.22,288.27,95.51,59.21,3425.690050000002,http://images.cocodataset.org/val2017/000000381360.jpg
surfboard_498807_651602,498807,651602,42,surfboard,000000498807.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000498807.jpg,640,426,254.71,286.41,201.11,79.62,9849.121299999995,http://images.cocodataset.org/val2017/000000498807.jpg
surfboard_355677_650223,355677,650223,42,surfboard,000000355677.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000355677.jpg,640,480,279.16,311.74,170.96,86.71,8423.8049,http://images.cocodataset.org/val2017/000000355677.jpg
surfboard_199442_652517,199442,652517,42,surfboard,000000199442.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000199442.jpg,640,433,164.68,204.49,242.17,61.02,9495.341800000002,http://images.cocodataset.org/val2017/000000199442.jpg
surfboard_210915_646576,210915,646576,42,surfboard,000000210915.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000210915.jpg,640,480,286.92,61.48,180.14,120.81,10398.217599999998,http://images.cocodataset.org/val2017/000000210915.jpg
surfboard_16451_1862621,16451,1862621,42,surfboard,000000016451.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000016451.jpg,612,612,374.37,350.91,100.32,132.84,10443.619800000002,http://images.cocodataset.org/val2017/000000016451.jpg
surfboard_512657_1478181,512657,1478181,42,surfboard,000000512657.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000512657.jpg,640,427,198.93,158.74,337.58,69.33,10156.44795,http://images.cocodataset.org/val2017/000000512657.jpg
surfboard_25228_650483,25228,650483,42,surfboard,000000025228.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000025228.jpg,640,436,144.68,363.66,380.28,66.47,14745.329699999998,http://images.cocodataset.org/val2017/000000025228.jpg
surfboard_380711_649219,380711,649219,42,surfboard,000000380711.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000380711.jpg,612,612,248.66,237.52,92.16,206.81,9090.776949999998,http://images.cocodataset.org/val2017/000000380711.jpg
fork_75393_1520571,75393,1520571,48,fork,000000075393.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000075393.jpg,640,435,274.26,116.38,126.37,56.59,3778.5887499999994,http://images.cocodataset.org/val2017/000000075393.jpg
fork_322959_690753,322959,690753,48,fork,000000322959.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000322959.jpg,612,612,237.25,287.43,233.1,66.02,4018.264299999997,http://images.cocodataset.org/val2017/000000322959.jpg
fork_173371_690999,173371,690999,48,fork,000000173371.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000173371.jpg,612,612,564.66,399.39,47.34,212.61,3500.4796999999944,http://images.cocodataset.org/val2017/000000173371.jpg
fork_17714_689203,17714,689203,48,fork,000000017714.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000017714.jpg,640,480,293.25,408.23,190.08,44.1,2086.9935500000015,http://images.cocodataset.org/val2017/000000017714.jpg
fork_533958_688805,533958,688805,48,fork,000000533958.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000533958.jpg,640,640,0.0,153.44,150.27,115.6,7450.43065,http://images.cocodataset.org/val2017/000000533958.jpg
fork_265518_689541,265518,689541,48,fork,000000265518.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000265518.jpg,612,612,100.3,405.48,288.12,152.58,5332.95275,http://images.cocodataset.org/val2017/000000265518.jpg
fork_559513_687555,559513,687555,48,fork,000000559513.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000559513.jpg,640,421,355.74,82.19,283.81,70.95,9041.918899999999,http://images.cocodataset.org/val2017/000000559513.jpg
fork_414638_686732,414638,686732,48,fork,000000414638.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000414638.jpg,612,612,534.81,262.58,73.05,341.84,11068.9126,http://images.cocodataset.org/val2017/000000414638.jpg
fork_376322_687300,376322,687300,48,fork,000000376322.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000376322.jpg,478,640,48.11,563.92,212.34,76.08,2529.7294500000025,http://images.cocodataset.org/val2017/000000376322.jpg
fork_104669_691061,104669,691061,48,fork,000000104669.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000104669.jpg,500,375,462.25,120.89,36.91,248.32,5057.980349999999,http://images.cocodataset.org/val2017/000000104669.jpg
wine_glass_2157_1500881,2157,1500881,46,wine glass,000000002157.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000002157.jpg,640,427,113.86,15.04,52.78,77.44,2118.22375,http://images.cocodataset.org/val2017/000000002157.jpg
wine_glass_385029_661859,385029,661859,46,wine glass,000000385029.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000385029.jpg,640,480,325.76,106.13,63.06,123.9,5170.755649999999,http://images.cocodataset.org/val2017/000000385029.jpg
wine_glass_116208_664090,116208,664090,46,wine glass,000000116208.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000116208.jpg,640,480,294.73,84.86,63.41,48.58,2313.6751,http://images.cocodataset.org/val2017/000000116208.jpg
wine_glass_355325_1496798,355325,1496798,46,wine glass,000000355325.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000355325.jpg,478,640,239.86,168.34,61.98,108.95,3203.4846499999994,http://images.cocodataset.org/val2017/000000355325.jpg
wine_glass_25394_661323,25394,661323,46,wine glass,000000025394.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000025394.jpg,480,640,355.2,409.64,63.85,165.27,5655.648349999999,http://images.cocodataset.org/val2017/000000025394.jpg
wine_glass_331817_666044,331817,666044,46,wine glass,000000331817.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000331817.jpg,640,480,469.54,175.74,87.27,166.6,4892.6512999999995,http://images.cocodataset.org/val2017/000000331817.jpg
wine_glass_417632_663280,417632,663280,46,wine glass,000000417632.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000417632.jpg,640,480,346.08,184.81,44.1,111.13,2062.8138999999996,http://images.cocodataset.org/val2017/000000417632.jpg
wine_glass_513041_1497370,513041,1497370,46,wine glass,000000513041.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000513041.jpg,640,480,484.57,46.59,110.31,216.74,6696.4432,http://images.cocodataset.org/val2017/000000513041.jpg
wine_glass_541773_667284,541773,667284,46,wine glass,000000541773.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000541773.jpg,640,480,281.99,425.05,55.66,54.35,2625.022349999998,http://images.cocodataset.org/val2017/000000541773.jpg
wine_glass_336053_661055,336053,661055,46,wine glass,000000336053.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000336053.jpg,640,480,396.94,225.44,103.55,183.37,14132.664049999998,http://images.cocodataset.org/val2017/000000336053.jpg
laptop_89648_1098172,89648,1098172,73,laptop,000000089648.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000089648.jpg,640,427,488.5,130.99,68.02,61.18,2442.1957999999986,http://images.cocodataset.org/val2017/000000089648.jpg
laptop_497599_1100722,497599,1100722,73,laptop,000000497599.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000497599.jpg,427,640,179.78,526.14,245.93,113.86,21947.727849999992,http://images.cocodataset.org/val2017/000000497599.jpg
laptop_134112_1097652,134112,1097652,73,laptop,000000134112.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000134112.jpg,500,357,1.6,88.92,393.11,244.68,49620.0914,http://images.cocodataset.org/val2017/000000134112.jpg
laptop_435003_1100109,435003,1100109,73,laptop,000000435003.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000435003.jpg,640,427,0.0,190.95,243.73,167.92,24191.77975,http://images.cocodataset.org/val2017/000000435003.jpg
laptop_80949_1098811,80949,1098811,73,laptop,000000080949.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000080949.jpg,640,438,3.92,2.05,635.93,406.65,123747.9095,http://images.cocodataset.org/val2017/000000080949.jpg
laptop_529148_1102424,529148,1102424,73,laptop,000000529148.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000529148.jpg,640,426,2.88,126.65,272.48,291.67,52704.28140000001,http://images.cocodataset.org/val2017/000000529148.jpg
laptop_342367_2134595,342367,2134595,73,laptop,000000342367.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000342367.jpg,640,480,293.44,318.79,76.74,73.03,2845.3880999999997,http://images.cocodataset.org/val2017/000000342367.jpg
laptop_112798_1100364,112798,1100364,73,laptop,000000112798.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000112798.jpg,640,359,0.0,46.8,96.44,180.72,16078.277000000002,http://images.cocodataset.org/val2017/000000112798.jpg
laptop_553664_1101465,553664,1101465,73,laptop,000000553664.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000553664.jpg,640,414,270.44,139.94,285.26,184.31,21085.15115,http://images.cocodataset.org/val2017/000000553664.jpg
laptop_287347_1971220,287347,1971220,73,laptop,000000287347.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000287347.jpg,478,640,0.0,573.75,112.48,66.05,5304.394999999995,http://images.cocodataset.org/val2017/000000287347.jpg
keyboard_181499_1116028,181499,1116028,76,keyboard,000000181499.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000181499.jpg,640,513,255.59,262.64,371.63,147.67,43769.39170000001,http://images.cocodataset.org/val2017/000000181499.jpg
keyboard_225757_1114694,225757,1114694,76,keyboard,000000225757.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000225757.jpg,500,367,88.05,232.87,185.14,67.48,9964.1464,http://images.cocodataset.org/val2017/000000225757.jpg
keyboard_246308_1115126,246308,1115126,76,keyboard,000000246308.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000246308.jpg,480,640,116.49,581.03,195.6,53.22,9389.39685,http://images.cocodataset.org/val2017/000000246308.jpg
keyboard_371677_1115356,371677,1115356,76,keyboard,000000371677.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000371677.jpg,640,480,212.05,332.63,135.21,80.75,4966.8762,http://images.cocodataset.org/val2017/000000371677.jpg
keyboard_189820_1975515,189820,1975515,76,keyboard,000000189820.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000189820.jpg,640,427,84.51,340.82,190.15,81.18,8101.055649999999,http://images.cocodataset.org/val2017/000000189820.jpg
keyboard_127987_1114595,127987,1114595,76,keyboard,000000127987.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000127987.jpg,640,426,346.01,261.28,293.99,122.89,25221.856500000013,http://images.cocodataset.org/val2017/000000127987.jpg
keyboard_426241_1117332,426241,1117332,76,keyboard,000000426241.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000426241.jpg,500,375,7.58,208.99,119.67,51.4,2378.992649999999,http://images.cocodataset.org/val2017/000000426241.jpg
keyboard_360951_1114587,360951,1114587,76,keyboard,000000360951.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000360951.jpg,640,427,112.52,306.99,213.48,58.22,10282.848649999998,http://images.cocodataset.org/val2017/000000360951.jpg
keyboard_195918_1116598,195918,1116598,76,keyboard,000000195918.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000195918.jpg,640,428,99.07,294.31,169.27,44.24,3443.061649999997,http://images.cocodataset.org/val2017/000000195918.jpg
keyboard_226171_1634397,226171,1634397,76,keyboard,000000226171.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000226171.jpg,640,480,272.33,278.35,367.67,108.89,32009.835649999994,http://images.cocodataset.org/val2017/000000226171.jpg
handbag_554002_1175897,554002,1175897,31,handbag,000000554002.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000554002.jpg,640,425,26.82,0.55,68.09,66.94,2123.9460000000004,http://images.cocodataset.org/val2017/000000554002.jpg
handbag_115245_1837158,115245,1837158,31,handbag,000000115245.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000115245.jpg,612,612,229.29,95.22,73.91,47.13,2801.1581,http://images.cocodataset.org/val2017/000000115245.jpg
handbag_414510_1172995,414510,1172995,31,handbag,000000414510.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000414510.jpg,480,640,98.64,301.43,63.85,81.38,2979.346499999999,http://images.cocodataset.org/val2017/000000414510.jpg
handbag_474293_1430604,474293,1430604,31,handbag,000000474293.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000474293.jpg,640,480,555.94,288.26,67.72,83.52,2268.0071500000013,http://images.cocodataset.org/val2017/000000474293.jpg
handbag_190923_1173865,190923,1173865,31,handbag,000000190923.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000190923.jpg,375,500,307.71,352.23,64.73,108.66,2126.0061000000005,http://images.cocodataset.org/val2017/000000190923.jpg
handbag_380913_1175799,380913,1175799,31,handbag,000000380913.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000380913.jpg,640,428,265.02,306.89,93.53,31.37,2257.8502499999995,http://images.cocodataset.org/val2017/000000380913.jpg
handbag_70254_1178097,70254,1178097,31,handbag,000000070254.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000070254.jpg,640,384,70.76,295.12,62.99,73.35,3534.6283499999995,http://images.cocodataset.org/val2017/000000070254.jpg
handbag_496854_1437646,496854,1437646,31,handbag,000000496854.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000496854.jpg,640,480,167.6,211.53,82.09,204.79,6231.2908499999985,http://images.cocodataset.org/val2017/000000496854.jpg
handbag_520832_1177004,520832,1177004,31,handbag,000000520832.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000520832.jpg,640,480,279.73,281.9,66.39,118.64,3673.98935,http://images.cocodataset.org/val2017/000000520832.jpg
handbag_153529_1179960,153529,1179960,31,handbag,000000153529.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000153529.jpg,480,640,0.0,146.32,61.87,131.9,5054.218099999999,http://images.cocodataset.org/val2017/000000153529.jpg
tie_8532_295311,8532,295311,32,tie,000000008532.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000008532.jpg,640,426,418.34,370.48,80.42,55.52,2991.748349999999,http://images.cocodataset.org/val2017/000000008532.jpg
tie_287527_294950,287527,294950,32,tie,000000287527.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000287527.jpg,640,640,494.13,447.06,135.97,182.37,11040.248449999997,http://images.cocodataset.org/val2017/000000287527.jpg
tie_450075_293642,450075,293642,32,tie,000000450075.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000450075.jpg,640,480,209.19,277.48,142.72,202.52,3448.058950000001,http://images.cocodataset.org/val2017/000000450075.jpg
tie_151657_295651,151657,295651,32,tie,000000151657.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000151657.jpg,385,640,142.22,143.67,37.73,197.37,4850.470249999998,http://images.cocodataset.org/val2017/000000151657.jpg
tie_20333_295083,20333,295083,32,tie,000000020333.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000020333.jpg,427,640,178.34,283.33,63.28,227.23,6695.2979,http://images.cocodataset.org/val2017/000000020333.jpg
tie_166768_293878,166768,293878,32,tie,000000166768.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000166768.jpg,426,640,309.81,225.45,107.16,404.83,29829.83665000001,http://images.cocodataset.org/val2017/000000166768.jpg
tie_18770_295246,18770,295246,32,tie,000000018770.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000018770.jpg,640,428,268.64,175.94,92.4,201.3,5500.258500000002,http://images.cocodataset.org/val2017/000000018770.jpg
tie_100428_293635,100428,293635,32,tie,000000100428.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000100428.jpg,640,491,283.57,235.29,189.78,23.17,2575.4374500000013,http://images.cocodataset.org/val2017/000000100428.jpg
tie_460683_298904,460683,298904,32,tie,000000460683.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000460683.jpg,478,640,192.72,87.73,112.18,451.6,29697.043149999998,http://images.cocodataset.org/val2017/000000460683.jpg
tie_92416_293082,92416,293082,32,tie,000000092416.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000092416.jpg,480,640,240.27,270.88,83.84,329.3,6119.242600000001,http://images.cocodataset.org/val2017/000000092416.jpg
backpack_370478_1164368,370478,1164368,27,backpack,000000370478.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000370478.jpg,640,480,240.36,154.79,148.76,200.02,21718.176900000006,http://images.cocodataset.org/val2017/000000370478.jpg
backpack_286458_1171580,286458,1171580,27,backpack,000000286458.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000286458.jpg,455,310,25.07,2.95,102.78,120.94,8402.040050000001,http://images.cocodataset.org/val2017/000000286458.jpg
backpack_280710_1169208,280710,1169208,27,backpack,000000280710.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000280710.jpg,640,480,9.72,315.13,70.42,86.86,2049.6041,http://images.cocodataset.org/val2017/000000280710.jpg
backpack_415727_1165173,415727,1165173,27,backpack,000000415727.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000415727.jpg,640,480,231.49,243.33,132.68,229.2,13981.2072,http://images.cocodataset.org/val2017/000000415727.jpg
backpack_52996_1415438,52996,1415438,27,backpack,000000052996.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000052996.jpg,640,426,562.39,193.44,77.61,95.84,2679.12715,http://images.cocodataset.org/val2017/000000052996.jpg
backpack_253835_1166713,253835,1166713,27,backpack,000000253835.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000253835.jpg,640,480,515.29,153.15,105.16,121.99,3791.0796000000028,http://images.cocodataset.org/val2017/000000253835.jpg
backpack_291791_1169272,291791,1169272,27,backpack,000000291791.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000291791.jpg,640,499,531.46,148.11,96.99,141.54,10870.003749999998,http://images.cocodataset.org/val2017/000000291791.jpg
backpack_230993_1171589,230993,1171589,27,backpack,000000230993.jpg,/Users/boddu/Documents/govinda/codex/COCOGhost/data/selected/images/000000230993.jpg,640,408,217.06,247.92,65.47,103.67,3750.6982500000004,http://images.cocodataset.org/val2017/000000230993.jpg
