sample_id,category_name,masked_path,mask_fill,mask_dilation_pixels,artifact_model,artifact_runtime_seconds,artifact_label,artifact_score,artifact_parse_ok,artifact_rationale,artifact_raw_response
baseball_bat_264968_631256,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_264968_631256/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.282011985778809,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
baseball_bat_254516_628997,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_254516_628997/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.1870410442352295,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
baseball_bat_559547_630703,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_559547_630703/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.2191002368927,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
baseball_bat_491464_629786,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_491464_629786/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.175782203674316,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
baseball_bat_415727_1477477,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_415727_1477477/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.996753215789795,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.""
}"
baseball_bat_398028_630159,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_398028_630159/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.15160608291626,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the area is filled with a solid color.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the area is filled with a solid color.""
}"
baseball_bat_279714_1475930,baseball bat,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/baseball_bat_279714_1475930/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.136055946350098,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
skateboard_125472_639877,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_125472_639877/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.126632928848267,clean_removal,0,True,"The skateboard is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The skateboard is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.""
}"
skateboard_562229_639293,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_562229_639293/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.939052104949951,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the area is uniformly blurred without any discernible object-shaped blur.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the area is uniformly blurred without any discernible object-shaped blur.""
}"
skateboard_279278_640440,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_279278_640440/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.157760143280029,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
skateboard_489924_639066,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_489924_639066/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.908719062805176,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
skateboard_300842_643418,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_300842_643418/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.139564037322998,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
skateboard_563648_1474865,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_563648_1474865/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.126812934875488,clean_removal,0,True,"The skateboard is not visibly present in the masked region, and there are no clear residual shapes or artifacts that suggest its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The skateboard is not visibly present in the masked region, and there are no clear residual shapes or artifacts that suggest its presence.""
}"
skateboard_25096_1474353,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_25096_1474353/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.998159170150757,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.""
}"
skateboard_72281_643979,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_72281_643979/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.032902956008911,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the skateboard is not visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the skateboard is not visibly present.""
}"
skateboard_161978_1478022,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_161978_1478022/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.00403094291687,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the skateboard is no longer visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the skateboard is no longer visibly present.""
}"
skateboard_35197_645628,skateboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/skateboard_35197_645628/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.1386637687683105,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
surfboard_127517_1481509,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_127517_1481509/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.939887046813965,clean_removal,0,True,The surfboard is completely removed and there are no residual shapes or artifacts left.,"{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The surfboard is completely removed and there are no residual shapes or artifacts left.""
}"
surfboard_381360_647841,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_381360_647841/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.148133993148804,clean_removal,0,True,"The surfboard is not visibly present, and the masked region does not preserve a clear target-object shape.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The surfboard is not visibly present, and the masked region does not preserve a clear target-object shape.""
}"
surfboard_498807_651602,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_498807_651602/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.120263338088989,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.""
}"
surfboard_355677_650223,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_355677_650223/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.366682052612305,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a surfboard.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a surfboard.""
}"
surfboard_199442_652517,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_199442_652517/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.16816520690918,clean_removal,0,True,"The surfboard is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The surfboard is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.""
}"
surfboard_210915_646576,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_210915_646576/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.046650171279907,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.""
}"
surfboard_16451_1862621,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_16451_1862621/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,3.958345890045166,clean_removal,0,True,The surfboard is completely masked and there are no residual shapes or evidence of its presence.,"{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The surfboard is completely masked and there are no residual shapes or evidence of its presence.""
}"
surfboard_512657_1478181,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_512657_1478181/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.215366363525391,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
surfboard_25228_650483,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_25228_650483/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.1783668994903564,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
surfboard_380711_649219,surfboard,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/surfboard_380711_649219/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.070278167724609,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the surfboard is no longer visibly present.""
}"
fork_75393_1520571,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_75393_1520571/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.217321872711182,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the object itself is not visibly present.""
}"
fork_322959_690753,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_322959_690753/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.447710990905762,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
fork_173371_690999,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_173371_690999/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.2464470863342285,clean_removal,0,True,"The fork is not visibly present in the masked region, and there are no clear residual shapes or artifacts that suggest its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The fork is not visibly present in the masked region, and there are no clear residual shapes or artifacts that suggest its presence.""
}"
fork_17714_689203,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_17714_689203/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.485918998718262,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a fork.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a fork.""
}"
fork_533958_688805,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_533958_688805/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.362893104553223,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
fork_265518_689541,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_265518_689541/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.4978649616241455,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a fork.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no residual artifact that suggests the presence of a fork.""
}"
fork_559513_687555,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_559513_687555/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.485698938369751,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no residual object-shaped blur.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no residual object-shaped blur.""
}"
fork_414638_686732,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_414638_686732/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.475522041320801,clean_removal,0,True,"No fork is present in the image, and there are no residual artifacts that suggest its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""No fork is present in the image, and there are no residual artifacts that suggest its presence.""
}"
fork_376322_687300,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_376322_687300/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.9217588901519775,clean_removal,0,True,"The fork is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The fork is not visibly present in the masked region, and there are no clear residual shapes or evidence of its presence.""
}"
fork_104669_691061,fork,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/fork_104669_691061/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.868518114089966,clean_removal,0,True,"The fork is not visibly present in the image, and there are no residual artifacts that suggest its presence.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The fork is not visibly present in the image, and there are no residual artifacts that suggest its presence.""
}"
wine_glass_2157_1500881,wine glass,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/wine_glass_2157_1500881/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,4.9570770263671875,clean_removal,0,True,The wine glass is completely masked and there are no residual shapes or artifacts that suggest its presence.,"{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The wine glass is completely masked and there are no residual shapes or artifacts that suggest its presence.""
}"
wine_glass_385029_661859,wine glass,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/wine_glass_385029_661859/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,5.217712163925171,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the wine glass is no longer visibly present.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the wine glass is no longer visibly present.""
}"
wine_glass_116208_664090,wine glass,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/wine_glass_116208_664090/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,1.9204280376434326,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and there is no faint or ambiguous object-shaped blur remaining.""
}"
wine_glass_355325_1496798,wine glass,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/wine_glass_355325_1496798/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,1.8687920570373535,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the area is filled with a solid color.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the area is filled with a solid color.""
}"
wine_glass_25394_661323,wine glass,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals_large200_bbox_solid/wine_glass_25394_661323/masked.jpg,solid_local_mean,0,qwen2.5vl:7b,2.1883301734924316,clean_removal,0,True,"The masked region does not preserve a clear target-object shape, and the area is uniformly blurred without any discernible object.","{
  ""artifact_label"": ""clean_removal"",
  ""artifact_score"": 0,
  ""rationale"": ""The masked region does not preserve a clear target-object shape, and the area is uniformly blurred without any discernible object.""
}"
