sample_id,image_id,annotation_id,category_name,view,image_path,prompt,model,runtime_seconds,answer,evidence,parse_ok,raw_response
tennis_racket_44877_656268,44877,656268,tennis racket,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/tennis_racket_44877_656268/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.179600715637207,YES,A tennis racket with a blue grip is clearly visible in the foreground.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket with a blue grip is clearly visible in the foreground.""
}
```"
tennis_racket_44877_656268,44877,656268,tennis racket,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/tennis_racket_44877_656268/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.3712120056152344,YES,"A large, white object resembling a tennis racket is partially visible in the image.",True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A large, white object resembling a tennis racket is partially visible in the image.""
}
```"
tennis_racket_522889_657613,522889,657613,tennis racket,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/tennis_racket_522889_657613/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.4306039810180664,YES,A tennis racket is held by the player in a ready position.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket is held by the player in a ready position.""
}
```"
tennis_racket_522889_657613,522889,657613,tennis racket,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/tennis_racket_522889_657613/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.496407985687256,YES,A tennis racket with a black and white frame is clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A tennis racket with a black and white frame is clearly visible.""
}
```"
tennis_racket_522889_657613,522889,657613,tennis racket,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/tennis_racket_522889_657613/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""tennis racket"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.699979066848755,YES,The tennis racket is held by the player and is clearly visible in their hand.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The tennis racket is held by the player and is clearly visible in their hand.""
}
```"
baseball_bat_57232_1476315,57232,1476315,baseball bat,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_57232_1476315/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.322943925857544,YES,Stack of wooden baseball bats with inscriptions and handles clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""Stack of wooden baseball bats with inscriptions and handles clearly visible.""
}
```"
baseball_bat_57232_1476315,57232,1476315,baseball bat,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_57232_1476315/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.344600200653076,YES,Wooden cylindrical objects resembling baseball bats are present.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""Wooden cylindrical objects resembling baseball bats are present.""
}
```"
baseball_bat_57232_1476315,57232,1476315,baseball bat,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_57232_1476315/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.2679800987243652,YES,Stack of wooden baseball bats with inscriptions and handles clearly visible.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""Stack of wooden baseball bats with inscriptions and handles clearly visible.""
}
```"
baseball_bat_158227_629940,158227,629940,baseball bat,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_158227_629940/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.467559814453125,YES,"A metallic object held in the boy's hands, consistent with a baseball bat.",True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A metallic object held in the boy's hands, consistent with a baseball bat.""
}
```"
baseball_bat_158227_629940,158227,629940,baseball bat,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_158227_629940/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.446295976638794,YES,"A metallic object with a handle and grip, resembling a baseball bat.",True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A metallic object with a handle and grip, resembling a baseball bat.""
}
```"
baseball_bat_158227_629940,158227,629940,baseball bat,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_158227_629940/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.495198965072632,YES,The object is held in the boy's hands and has a shape consistent with a baseball bat.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The object is held in the boy's hands and has a shape consistent with a baseball bat.""
}
```"
baseball_bat_284743_627441,284743,627441,baseball bat,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_284743_627441/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.474916934967041,YES,A wooden object resembling a baseball bat is held by the person in the foreground.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A wooden object resembling a baseball bat is held by the person in the foreground.""
}
```"
baseball_bat_284743_627441,284743,627441,baseball bat,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_284743_627441/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.4425342082977295,YES,A wooden object resembling a baseball bat is held by the person in the foreground.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A wooden object resembling a baseball bat is held by the person in the foreground.""
}
```"
baseball_bat_284743_627441,284743,627441,baseball bat,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_284743_627441/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.4832839965820312,YES,"A large, elongated object resembling a baseball bat is held by the person in the foreground.",True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A large, elongated object resembling a baseball bat is held by the person in the foreground.""
}
```"
baseball_bat_264968_631256,264968,631256,baseball bat,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_264968_631256/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.3885931968688965,YES,A baseball bat is held in the player's right hand.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A baseball bat is held in the player's right hand.""
}
```"
baseball_bat_264968_631256,264968,631256,baseball bat,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_264968_631256/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.362982988357544,YES,A baseball bat is held in the player's hand.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A baseball bat is held in the player's hand.""
}
```"
baseball_bat_264968_631256,264968,631256,baseball bat,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_264968_631256/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.355654001235962,YES,A baseball bat is held in the player's right hand.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A baseball bat is held in the player's right hand.""
}
```"
baseball_bat_254516_628997,254516,628997,baseball bat,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_254516_628997/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.3648929595947266,YES,A baseball bat is held by the player in a batting stance.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A baseball bat is held by the player in a batting stance.""
}
```"
baseball_bat_254516_628997,254516,628997,baseball bat,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_254516_628997/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.2417550086975098,YES,A baseball bat is held by a person wearing gloves.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A baseball bat is held by a person wearing gloves.""
}
```"
baseball_bat_254516_628997,254516,628997,baseball bat,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/baseball_bat_254516_628997/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""baseball bat"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.4244160652160645,YES,The object is held in the player's hands and has a shape consistent with a baseball bat.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The object is held in the player's hands and has a shape consistent with a baseball bat.""
}
```"
skateboard_125472_639877,125472,639877,skateboard,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/skateboard_125472_639877/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""skateboard"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.31765079498291,YES,The skateboard is visible beneath the person's feet.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The skateboard is visible beneath the person's feet.""
}
```"
skateboard_125472_639877,125472,639877,skateboard,crop,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/skateboard_125472_639877/crop.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""skateboard"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.2734248638153076,YES,A skateboard is visible in mid-air with wheels and trucks clearly seen.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""A skateboard is visible in mid-air with wheels and trucks clearly seen.""
}
```"
skateboard_125472_639877,125472,639877,skateboard,masked,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/skateboard_125472_639877/masked.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""skateboard"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.3279170989990234,YES,The skateboard is partially visible beneath the person's feet.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The skateboard is partially visible beneath the person's feet.""
}
```"
skateboard_562229_639293,562229,639293,skateboard,original,/Users/boddu/Documents/govinda/codex/COCOGhost/outputs/counterfactuals/skateboard_562229_639293/original.jpg,"You are a careful visual verifier. Look only at visible pixels in the image.

Question: Is there a ""skateboard"" visible in this image?

Rules:
- Answer YES only if the object itself is visibly present.
- Answer NO if the object is not visible.
- Answer UNSURE if the image is ambiguous or the object is occluded.
- Do not infer from scene context.
- Do not infer from what would usually be present.
- Return strict JSON only.

JSON schema:
{
  ""answer"": ""YES"" | ""NO"" | ""UNSURE"",
  ""evidence"": ""short phrase describing visible evidence only""
}",qwen2.5vl:7b,3.106020927429199,YES,The person is standing on a skateboard.,True,"```json
{
  ""answer"": ""YES"",
  ""evidence"": ""The person is standing on a skateboard.""
}
```"
